0000004561	0000020761
0000004561	0000018781
0000001398	0000026902
0000001398	0000026242
0000001398	0000021796
0000001398	0000023521
0000001398	0000020346
0000001398	0000019822
0000001398	0000019574
0000001398	0000019401
0000001398	0000019621
0000001398	0000018521
0000001398	0000017805
0000001398	0000017320
0000001398	0000026901
0000001398	0000017321
0000001398	0000017319
0000001398	0000017322
0000000579	0000014724
0000000579	0000011441
0000000579	0000024902
0000000579	0000023690
0000000579	0000022022
0000000579	0000021023
0000000579	0000019575
0000000579	0000016546
0000000579	0000011445
0000000579	0000024903
0000000579	0000011442
0000000579	0000011443
0000000579	0000023693
0000000579	0000023692
0000000579	0000011444
0000000579	0000011446
0000000579	0000021022
0000000579	0000021021
0000000579	0000016880
0000000579	0000017282
0000000225	0000030301
0000000225	0000017442
0000000225	0000017423
0000000225	0000017424
0000000225	0000017283
0000000225	0000016542
0000000225	0000017443
0000000225	0000017421
0000000225	0000017422
0000000225	0000017284
0000000225	0000017285
0000000225	0000017441
0000000225	0000016543
0000000225	0000016541
0000004007	0000017977
0000004007	0000016981
0000004007	0000016975
0000004007	0000016979
0000004007	0000016984
0000004007	0000016980
0000004007	0000016978
0000004007	0000016974
0000004007	0000016977
0000004007	0000016976
0000004007	0000016985
0000004007	0000016982
0000004007	0000016983
0000000282	0000015428
0000000282	0000015426
0000000282	0000015427
0000000282	0000015421
0000000282	0000015425
0000000282	0000015423
0000000282	0000015424
0000002786	0000016524
0000002786	0000022781
0000002786	0000019365
0000002786	0000017866
0000002786	0000017865
0000002786	0000016525
0000002786	0000016523
0000002786	0000016522
0000008443	0000028302
0000008443	0000026338
0000008443	0000026322
0000008443	0000028301
0000008443	0000026337
0000002926	0000030901
0000002926	0000029881
0000002926	0000028721
0000002926	0000028722
0000002926	0000027826
0000002926	0000022776
0000002926	0000022777
0000002926	0000021722
0000002926	0000020043
0000002926	0000019643
0000002926	0000018986
0000002926	0000022773
0000002926	0000020044
0000002926	0000022778
0000002926	0000018984
0000002926	0000018983
0000002926	0000018985
0000002926	0000022779
0000002926	0000022780
0000002926	0000028723
0000004135	0000020821
0000004135	0000018724
0000004135	0000018723
0000004135	0000018721
0000004135	0000018722
0000000410	0000023643
0000000410	0000023642
0000000410	0000018097
0000000410	0000018096
0000000410	0000017861
0000000410	0000017127
0000000410	0000011947
0000000410	0000028086
0000000410	0000025981
0000000410	0000018098
0000000410	0000017862
0000000410	0000017129
0000000410	0000023644
0000000410	0000023641
0000000410	0000017126
0000000410	0000017131
0000000410	0000017125
0000000410	0000019029
0000000410	0000017130
0000000410	0000011949
0000000410	0000018099
0000000410	0000011950
0000000410	0000028085
0000000410	0000017128
0000000410	0000011946
0000000410	0000028087
0000000410	0000028084
0000004121	0000029824
0000004121	0000029344
0000004121	0000028701
0000004121	0000028161
0000004121	0000027507
0000004121	0000026984
0000004121	0000025821
0000004121	0000024288
0000004121	0000020124
0000004121	0000031226
0000004121	0000021546
0000004121	0000020625
0000004121	0000018282
0000004121	0000017845
0000004121	0000029321
0000004121	0000029342
0000004121	0000029347
0000004121	0000029343
0000004121	0000029345
0000004121	0000029346
0000004121	0000020624
0000004121	0000021545
0000004121	0000020627
0000004121	0000021521
0000004121	0000020626
0000004121	0000020122
0000004121	0000021544
0000004121	0000020123
0000004121	0000021547
0000004121	0000018341
0000004121	0000018323
0000004121	0000017850
0000004121	0000017847
0000004121	0000018281
0000004121	0000017848
0000004121	0000017849
0000004121	0000017851
0000004121	0000017846
0000004326	0000030984
0000004326	0000022702
0000004326	0000021301
0000004326	0000019881
0000004326	0000018821
0000000235	0000018038
0000000235	0000013971
0000000235	0000012333
0000000235	0000014209
0000003103	0000017867
0000003103	0000017856
0000003103	0000017593
0000003103	0000017854
0000003103	0000017855
0000003103	0000017592
0000000334	0000016750
0000000334	0000016741
0000000334	0000016744
0000000334	0000016742
0000000334	0000016749
0000000334	0000016743
0000003957	0000017403
0000000296	0000017773
0000000296	0000016629
0000000296	0000013245
0000000296	0000024824
0000000296	0000013244
0000000296	0000013246
0000000296	0000013247
0000000296	0000017772
0000002086	0000019141
0000002086	0000024643
0000002086	0000019143
0000002086	0000019124
0000002086	0000019125
0000002086	0000024603
0000002086	0000019182
0000002086	0000024644
0000002086	0000019146
0000002086	0000024601
0000002086	0000019183
0000002086	0000024645
0000002086	0000019144
0000002086	0000024604
0000002086	0000019145
0000002086	0000019142
0000002086	0000024602
0000000238	0000031383
0000000238	0000016083
0000000238	0000012101
0000000238	0000016085
0000000238	0000031384
0000000238	0000031382
0000000238	0000016084
0000000238	0000012503
0000000238	0000012501
0000000238	0000012102
0000000238	0000012099
0000000238	0000013063
0000000238	0000012502
0000000238	0000012103
0000000238	0000012104
0000000238	0000012100
0000000238	0000012098
0000006264	0000022422
0000006264	0000029801
0000006264	0000029322
0000006264	0000026941
0000006264	0000022503
