0000008443	0000026322	00005236
0000008443	0000028301	00005236
0000008443	0000026337	00005236
0000002926	0000030901	00003754
0000002926	0000029881	00003753
0000002926	0000028721	00003753
0000002926	0000028722	00003753
0000002926	0000027826	00003754
0000002926	0000022776	00003754
0000002926	0000022777	00003754
0000002926	0000021722	00003753
0000002926	0000020043	00003754
0000002926	0000019643	00003753
0000002926	0000018986	00003753
0000002926	0000022773	00003754
0000002926	0000020044	00003754
0000002926	0000022778	00003754
0000002926	0000018984	00003753
0000002926	0000018983	00003753
0000002926	0000018985	00003753
0000002926	0000022779	00003754
0000002926	0000022780	00003754
0000002926	0000028723	00003753
0000004135	0000020821	00003793
0000004135	0000018724	00003793
0000004135	0000018723	00003793
0000004135	0000018721	00003793
0000004135	0000018722	00003793
0000000410	0000023643	00003634
0000000410	0000023642	00003634
0000000410	0000018097	00003634
0000000410	0000018096	00003634
0000000410	0000017861	00003634
0000000410	0000017127	00003634
0000000410	0000011947	00003234
0000000410	0000028086	00005420
0000000410	0000025981	00003634
0000000410	0000018098	00003634
0000000410	0000017862	00003634
0000000410	0000017129	00003634
0000000410	0000023644	00003634
0000000410	0000023641	00003634
0000000410	0000017126	00003634
0000000410	0000017131	00003634
0000000410	0000017125	00003634
0000000410	0000019029	00003634
0000000410	0000017130	00003634
0000000410	0000011949	00003234
0000000410	0000018099	00003634
0000000410	0000011950	00003234
0000000410	0000028085	00005420
0000000410	0000017128	00003634
0000000410	0000011946	00003234
0000000410	0000028087	00005420
0000000410	0000028084	00005420
0000004121	0000029824	00003744
0000004121	0000029344	00003744
0000004121	0000028701	00003744
0000004121	0000028161	00005052
0000004121	0000027507	00005052
0000004121	0000026984	00003744
0000004121	0000025821	00005052
0000004121	0000024288	00005052
0000004121	0000020124	00003744
0000004121	0000031226	00003744
0000004121	0000021546	00003744
0000004121	0000020625	00003744
0000004121	0000018282	00003744
0000004121	0000017845	00003744
0000004121	0000029321	00003744
0000004121	0000029342	00003744
0000004121	0000029347	00003744
0000004121	0000029343	00003744
0000004121	0000029345	00003744
0000004121	0000029346	00003744
0000004121	0000020624	00003744
0000004121	0000021545	00003744
0000004121	0000020627	00003744
0000004121	0000021521	00003744
0000004121	0000020626	00003744
0000004121	0000020122	00003744
0000004121	0000021544	00003744
0000004121	0000020123	00003744
0000004121	0000021547	00003744
0000004121	0000018341	00003744
0000004121	0000018323	00003744
0000004121	0000017850	00003744
0000004121	0000017847	00003744
0000004121	0000018281	00003744
0000004121	0000017848	00003744
0000004121	0000017849	00003744
0000004121	0000017851	00003744
0000004121	0000017846	00003744
0000004326	0000030984	00005733
0000004326	0000022702	00003785
0000004326	0000021301	00003785
0000004326	0000019881	00003785
0000004326	0000018821	00003785
0000000235	0000018038	00003353
0000000235	0000013971	00003353
0000000235	0000012333	00003353
0000000235	0000014209	00003353
0000003103	0000017867	00003698
0000003103	0000017856	00003698
0000003103	0000017593	00003698
0000003103	0000017854	00003698
0000003103	0000017855	00003698
0000003103	0000017592	00003698
0000000334	0000016750	00003584
0000000334	0000016741	00003584
0000000334	0000016744	00003584
0000000334	0000016742	00003584
0000000334	0000016749	00003584
0000000334	0000016743	00003584
0000003957	0000017403	00003603
0000000296	0000017773	00003355
0000000296	0000016629	00003355
0000000296	0000013245	00003355
0000000296	0000024824	00003355
0000000296	0000013244	00003355
0000000296	0000013246	00003355
0000000296	0000013247	00003355
0000000296	0000017772	00003355
0000002086	0000019141	00003822
0000002086	0000024643	00005078
0000002086	0000019143	00003822
0000002086	0000019124	00003822
0000002086	0000019125	00003822
0000002086	0000024603	00005078
0000002086	0000019182	00003822
0000002086	0000024644	00005078
0000002086	0000019146	00003822
0000002086	0000024601	00005078
0000002086	0000019183	00003822
0000002086	0000024645	00005078
0000002086	0000019144	00003822
0000002086	0000024604	00005078
0000002086	0000019145	00003822
0000002086	0000019142	00003822
0000002086	0000024602	00005078
0000000238	0000031383	00003272
0000000238	0000016083	00003272
0000000238	0000012101	00003272
0000000238	0000016085	00003272
0000000238	0000031384	00003272
0000000238	0000031382	00003272
0000000238	0000016084	00003272
0000000238	0000012503	00003272
0000000238	0000012501	00003272
0000000238	0000012102	00003272
0000000238	0000012099	00003272
0000000238	0000013063	00003272
0000000238	0000012502	00003272
0000000238	0000012103	00003272
0000000238	0000012104	00003272
0000000238	0000012100	00003272
0000000238	0000012098	00003272
0000006264	0000022422	00004889
0000006264	0000029801	00004889
0000006264	0000029322	00004889
0000006264	0000026941	00004889
0000006264	0000022503	00004889
0000006264	0000025321	00004889
0000006264	0000024581	00004889
0000006264	0000024144	00004889
0000006264	0000023383	00004889
0000006264	0000022462	00004889
0000006264	0000022461	00004889
0000006264	0000022421	00004889
0000006264	0000022423	00004889
0000003906	0000017368	00003671
0000003906	0000019261	00003671
0000003906	0000017993	00003671
0000003906	0000017369	00003671
0000002942	0000019441	00003542
0000002942	0000017597	00003542
0000002942	0000017354	00003542
0000002942	0000019364	00003542
0000002942	0000019421	00003542
0000002942	0000019352	00003542
0000002942	0000017341	00003542
0000002942	0000019442	00003542
0000002942	0000016313	00003542
0000002942	0000017389	00003542
0000002942	0000016311	00003542
0000002942	0000016310	00003542
0000002942	0000017388	00003542
0000002942	0000016312	00003542
0000002942	0000016309	00003542
0000002942	0000016852	00003542
0000002942	0000017355	00003542
0000002942	0000017357	00003542
0000002942	0000017356	00003542
0000000290	0000018746	00003799
0000000525	0000029463	00003277
0000000525	0000022244	00003277
0000000525	0000022246	00003277
0000000525	0000020085	00003277
0000000525	0000017999	00003277
0000000525	0000016830	00003277
0000000525	0000013913	00003277
0000000525	0000012112	00003277
0000000525	0000029464	00003277
0000000525	0000022245	00003277
0000000525	0000020086	00003277
0000000525	0000018000	00003277
0000000525	0000012117	00003277
0000000525	0000013914	00003277
0000000525	0000012114	00003277
0000000525	0000012113	00003277
0000000525	0000012115	00003277
0000000525	0000012116	00003277
0000000525	0000017598	00003277
0000004317	0000018522	00003792
0000004317	0000018525	00003792
0000004317	0000025162	00003792
0000004317	0000020567	00003792
0000004317	0000020568	00003792
0000004317	0000018523	00003792
0000004317	0000018524	00003792
0000004317	0000025161	00003792
0000001442	0000022183	00003547
0000001442	0000021121	00003547
0000001442	0000020441	00003547
0000001442	0000016387	00003547
0000001442	0000019247	00003547
0000001442	0000016384	00003547
0000001442	0000022181	00003547
0000001442	0000016410	00003547
0000001442	0000022184	00003547
0000001442	0000016386	00003547
0000001442	0000019248	00003547
0000001442	0000022182	00003547
0000004341	0000024747	00003757
0000004341	0000018946	00003757
0000004341	0000018190	00003757
0000004341	0000017967	00003757
0000004341	0000018481	00003757
0000004341	0000017966	00003757
0000004341	0000018262	00003757
0000004341	0000017968	00003757
0000004341	0000018189	00003757
0000004341	0000018188	00003757
0000004341	0000024749	00003757
0000000302	0000019841	00003312
0000000302	0000016944	00003312
0000000302	0000016991	00001390
0000000302	0000014347	00003312
0000000302	0000008496	00001063
0000000302	0000008925	00001390
0000000302	0000008491	00001063
0000000302	0000010637	00002594
0000000302	0000010645	00002594
0000000302	0000010640	00002594
0000000302	0000010644	00002594
0000000302	0000008493	00001063
0000000302	0000008501	00001063
0000000302	0000008936	00001390
0000000302	0000016946	00003312
0000000302	0000008492	00001063
0000000302	0000010639	00002594
0000000302	0000019821	00003312
0000000302	0000010652	00002594
0000000302	0000016949	00003312
0000000302	0000016945	00003312
0000000302	0000010651	00002594
0000000302	0000016943	00003312
0000000302	0000010642	00002594
0000000302	0000016947	00003312
0000000302	0000016950	00003312
0000000302	0000014348	00003312
0000000302	0000016941	00003312
0000000302	0000014349	00003312
0000000302	0000014350	00003312
0000000302	0000016942	00003312
0000000302	0000014344	00003312
0000000302	0000010650	00002594
0000000302	0000016948	00003312
0000000302	0000010638	00002594
0000000302	0000010641	00002594
0000000302	0000010647	00002594
0000000302	0000010648	00002594
0000000302	0000010649	00002594
0000000302	0000010646	00002594
0000000302	0000010643	00002594
0000000302	0000008929	00001390
0000000302	0000008931	00001390
0000000302	0000008499	00001063
0000000302	0000008924	00001390
0000000302	0000008504	00001063
0000000302	0000008498	00001063
0000000302	0000008932	00001390
0000000302	0000008494	00001063
0000000302	0000008500	00001063
0000000302	0000008497	00001063
0000000302	0000008490	00001063
0000000302	0000008503	00001063
0000000302	0000008930	00001390
0000000302	0000008495	00001063
0000000302	0000008502	00001063
0000000302	0000008934	00001390
0000000302	0000008938	00001390
0000000302	0000008939	00001390
0000000302	0000008933	00001390
0000000302	0000008937	00001390
0000000302	0000008928	00001390
0000000302	0000008935	00001390
0000000302	0000008941	00001390
0000000302	0000008940	00001390
0000000428	0000012670	00002560
0000000428	0000010553	00002560
0000000428	0000010551	00002560
0000000428	0000012601	00002560
0000000428	0000010552	00002560
0000000428	0000010554	00002560
0000003903	0000024347	00003656
0000003903	0000022122	00003656
0000003903	0000017264	00003656
0000003903	0000017263	00003656
0000003903	0000017262	00003656
0000002186	0000020061	00003362
0000002186	0000017425	00003362
0000002186	0000012381	00003362
0000002186	0000020062	00003362
0000002186	0000013165	00003362
0000002186	0000013161	00003362
0000002186	0000017426	00003362
0000002186	0000017427	00003362
0000002186	0000013122	00003362
0000002186	0000013123	00003362
0000002186	0000013162	00003362
0000002186	0000013121	00003362
0000003874	0000022810	00003569
0000003874	0000017337	00003569
0000003874	0000016961	00003569
0000003874	0000022809	00003569
0000003874	0000022806	00003569
0000003874	0000017336	00003569
0000003874	0000022805	00003569
0000003874	0000017338	00003569
0000003874	0000022808	00003569
0000003874	0000016958	00003569
0000003874	0000016960	00003569
0000003874	0000022807	00003569
0000003874	0000016893	00003569
0000003874	0000016892	00003569
0000003874	0000016891	00003569
0000003874	0000016890	00003569
0000004129	0000030941	00003687
0000004129	0000017844	00003687
0000004129	0000017509	00003687
0000004129	0000017842	00003687
0000004129	0000017510	00003687
0000004129	0000017508	00003687
0000004129	0000017843	00003687
0000004129	0000018381	00003687
0000004781	0000019722	00003825
0000004781	0000019724	00003825
0000004781	0000019122	00003825
0000004781	0000027641	00003825
0000004781	0000024366	00003825
0000004781	0000019662	00003825
0000004781	0000019683	00003825
0000004781	0000019661	00003825
0000004781	0000019123	00003825
0000004781	0000019701	00003825
0000004781	0000019723	00003825
0000004781	0000019695	00003825
0000004781	0000024365	00003825
0000000620	0000011958	00003238
0000000620	0000011957	00003238
0000000620	0000011959	00003238
0000000620	0000014521	00003238
0000000234	0000016556	00003622
0000000234	0000016563	00003568
0000000234	0000016561	00003568
0000000234	0000016564	00003568
0000000234	0000016559	00003568
0000000234	0000016560	00003568
0000000234	0000016558	00003568
0000004221	0000030041	00003770
0000004221	0000027505	00004950
0000004221	0000024814	00004950
0000004221	0000023004	00004950
0000004221	0000022750	00003770
0000004221	0000021061	00003770
0000004221	0000019613	00003770
0000004221	0000019107	00003770
0000004221	0000030804	00004950
0000004221	0000019103	00003770
0000004221	0000027503	00004950
0000004221	0000027504	00004950
0000004221	0000027509	00004950
0000004221	0000027506	00004950
0000004221	0000023007	00004950
0000004221	0000023006	00004950
0000004221	0000023005	00004950
0000004221	0000024812	00004950
0000004221	0000024801	00004950
0000004221	0000022749	00003770
0000004221	0000024811	00004950
0000004221	0000024813	00004950
0000004221	0000019612	00003770
0000004221	0000019105	00003770
0000004221	0000019607	00003770
0000004221	0000019110	00003770
0000004221	0000019109	00003770
0000004221	0000019108	00003770
0000004221	0000019106	00003770
0000004221	0000019111	00003770
0000004221	0000019104	00003770
0000003867	0000027561	00003576
0000003867	0000025242	00003576
0000003867	0000020265	00003576
0000003867	0000017681	00003576
0000003867	0000017228	00003576
0000003867	0000017090	00003576
0000003867	0000017091	00003576
0000003867	0000016662	00003576
0000003867	0000016664	00003576
0000003867	0000016640	00003576
0000003867	0000017683	00003576
0000003867	0000016666	00003576
0000003867	0000017227	00003576
0000003867	0000016663	00003576
0000003867	0000017229	00003576
0000003867	0000016667	00003576
0000003867	0000017226	00003576
0000003867	0000017089	00003576
0000003867	0000017092	00003576
0000003867	0000017093	00003576
0000003867	0000016665	00003576
0000003867	0000016763	00003576
0000003045	0000015744	00003502
0000003045	0000015743	00003502
0000003045	0000015745	00003502
0000003045	0000015746	00003502
0000003045	0000015742	00003502
0000003045	0000015741	00003502
0000000955	0000020483	00003624
0000000955	0000017048	00003624
0000000955	0000011798	00003193
0000000955	0000020484	00003624
0000000955	0000017049	00003624
0000000503	0000029581	00004410
0000000503	0000028825	00004410
0000000503	0000021002	00004410
0000000503	0000016457	00002768
0000000503	0000010961	00002768
0000000503	0000010965	00002768
0000000503	0000010963	00002768
0000000503	0000016528	00002768
0000000503	0000010964	00002768
0000000503	0000010959	00002768
0000000503	0000010962	00002768
0000000503	0000010960	00002768
0000000503	0000021001	00004410
0000000503	0000016455	00002768
0000000503	0000016456	00002768
0000000366	0000019282	00003820
0000000366	0000026823	00005261
0000000366	0000026822	00005261
0000000366	0000019281	00003820
0000000366	0000019302	00003820
0000000366	0000019184	00003820
0000004002	0000028181	00003598
0000004002	0000021543	00003598
0000004002	0000027141	00003598
0000004002	0000019861	00003598
0000004002	0000017796	00003598
0000004002	0000028184	00003598
0000004002	0000028183	00003598
0000004002	0000028182	00003598
0000004002	0000021542	00003598
0000004002	0000017792	00003598
0000004002	0000017794	00003598
0000004002	0000017793	00003598
0000004002	0000019864	00003598
0000004002	0000017797	00003598
0000004002	0000019863	00003598
0000004002	0000019862	00003598
0000004002	0000017791	00003598
0000004002	0000017798	00003598
0000004002	0000017795	00003598
0000002282	0000027101	00003871
0000002282	0000024821	00003484
0000002282	0000017489	00003484
0000002282	0000019893	00003871
0000002282	0000014824	00003484
0000002282	0000024822	00003484
0000002282	0000017488	00003484
0000002282	0000014823	00003484
0000002282	0000014822	00003484
0000004704	0000024701	00003786
0000004704	0000024043	00003786
0000004704	0000023041	00003786
0000004704	0000021901	00003786
0000004704	0000018485	00003786
0000004704	0000026064	00003786
0000004704	0000024042	00003786
0000004704	0000024041	00003786
0000004704	0000021903	00003786
0000004704	0000018483	00003786
0000004704	0000018488	00003786
0000004704	0000018486	00003786
0000004704	0000018487	00003786
0000004704	0000018484	00003786
0000004704	0000026062	00003786
0000004704	0000025743	00003786
0000004704	0000026061	00003786
0000004704	0000026026	00003786
0000004704	0000026063	00003786
0000003044	0000018039	00003553
0000003044	0000016505	00003553
0000003044	0000028962	00003553
0000003044	0000016435	00003553
0000003044	0000026041	00005202
0000003044	0000026261	00003553
0000003044	0000026301	00005202
0000003044	0000024367	00003553
0000003044	0000022202	00003553
0000003044	0000019937	00003553
0000003044	0000019605	00003553
0000003044	0000016506	00003553
0000003044	0000018040	00003553
0000003044	0000028961	00003553
0000003044	0000017270	00003553
0000003044	0000016434	00003553
0000003044	0000026141	00005202
0000003044	0000019936	00003553
0000003044	0000022061	00003553
0000000622	0000021681	00004709
0000000622	0000018942	00003724
0000000622	0000018204	00003724
0000000622	0000017902	00003724
0000000622	0000030281	00004709
0000000622	0000017819	00003724
0000000622	0000028481	00004709
0000000622	0000016508	00003498
0000000622	0000027843	00003724
0000000622	0000024221	00003724
0000000622	0000015045	00003498
0000000622	0000023921	00003724
0000000622	0000022961	00004709
0000000622	0000011892	00003224
0000000622	0000011899	00003224
0000000622	0000018941	00003724
0000000622	0000017818	00003724
0000000622	0000015043	00003498
0000000622	0000016509	00003498
0000000622	0000030282	00004709
0000000622	0000015143	00003498
0000000622	0000021682	00004709
0000000622	0000015044	00003498
0000000622	0000015144	00003498
0000000622	0000027842	00003724
0000000622	0000013663	00003224
0000000622	0000011901	00003224
0000000622	0000011893	00003224
0000000622	0000011896	00003224
0000000622	0000011897	00003224
0000000622	0000023922	00003724
0000000622	0000011900	00003224
0000000622	0000011894	00003224
0000000622	0000011898	00003224
0000000622	0000011895	00003224
0000000336	0000012332	00003352
0000000336	0000008531	00001080
